1	2	3	4	5	6	7	8	9
0.939999998	0	1.05999994	1	0	0	1	0.00159999996	598
0.980000019	0	1.05999994	1	0	0	1	0.00159999996	599
1.01999998	0	1.05999994	0	0	0	1	0.00159999996	599
1.05999994	0	1.05999994	0	0	0	1	0.00159999996	598
1.10000002	0	1.05999994	0	0	0	1	0.00159999996	597
-0.100000001	0	1.10000002	0	0	0	1	0.00159999996	552
-0.0599999987	0	1.10000002	0	0	0	1	0.00159999996	551
-0.0199999996	0	1.10000002	0	0	0	1	0.00159999996	550
0.0199999996	0	1.10000002	1	0	0	1	0.00159999996	550
0.0599999987	0	1.10000002	1	0	0	1	0.00159999996	551
0.100000001	0	1.10000002	1	0	0	1	0.00159999996	552
0.140000001	0	1.10000002	1	0	0	1	0.00159999996	553
0.180000007	0	1.10000002	1	0	0	1	0.00159999996	554
0.219999999	0	1.10000002	1	0	0	1	0.00159999996	555
0.25999999	0	1.10000002	1	0	0	1	0.00159999996	556
0.300000012	0	1.10000002	1	0	0	1	0.00159999996	557
0.340000004	0	1.10000002	1	0	0	1	0.00159999996	558
0.379999995	0	1.10000002	1	0	0	1	0.00159999996	559
0.419999987	0	1.10000002	1	0	0	1	0.00159999996	560
0.460000008	0	1.10000002	1	0	0	1	0.00159999996	561
0.5	0	1.10000002	1	0	0	1	0.00159999996	562
0.540000021	0	1.10000002	1	0	0	1	0.00159999996	563
0.579999983	0	1.10000002	1	0	0	1	0.00159999996	564
0.620000005	0	1.10000002	1	0	0	1	0.00159999996	565
0.660000026	0	1.10000002	1	0	0	1	0.00159999996	566
0.699999988	0	1.10000002	1	0	0	1	0.00159999996	567
0.74000001	0	1.10000002	1	0	0	1	0.00159999996	568
0.779999971	0	1.10000002	1	0	0	1	0.00159999996	569
0.819999993	0	1.10000002	1	0	0	1	0.00159999996	570
0.860000014	0	1.10000002	1	0	0	1	0.00159999996	571
0.899999976	0	1.10000002	1	0	0	1	0.00159999996	572
0.939999998	0	1.10000002	1	0	0	1	0.00159999996	573
0.980000019	0	1.10000002	1	0	0	1	0.00159999996	574
1.01999998	0	1.10000002	0	0	0	1	0.00159999996	574
1.05999994	0	1.10000002	0	0	0	1	0.00159999996	573
1.10000002	0	1.10000002	0	0	0	1	0.00159999996	572
